City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,bathurst,-33.4166,149.5806,284.24,66,1,0.45,AU,1690075878
369,natal,-5.795,-35.2094,297.51,100,75,4.12,BR,1690075709
370,nalut,30.3333,10.85,302.48,17,0,5.22,LY,1690075967
371,chicoana,-25.1009,-65.5331,291.18,34,40,1.3,AR,1690075967
372,mersa matruh,31.3525,27.2453,300.26,89,0,5.14,EG,1690075967
373,cole harbour,44.6724,-63.4751,294.37,97,100,0.45,CA,1690075968
374,eyl,7.9803,49.8164,298.54,69,64,11.12,SO,1690075968
375,tara,56.8944,74.371,292.22,69,2,1.46,RU,1690075968
376,igarka,67.4667,86.5833,292.73,83,89,3.75,RU,1690075968
377,grimstad,58.3405,8.5934,284.1,86,2,4.06,NO,1690075968
378,villa huidobro,-34.8383,-64.5869,283.01,52,82,3.27,AR,1690075968
379,kalaleh,37.3807,55.4916,299.06,69,2,0.88,IR,1690075968
380,longyearbyen,78.2186,15.6401,282.06,71,40,2.06,SJ,1690075968
381,kill devil hills,36.0307,-75.676,298.14,93,100,4.12,US,1690075969
382,hotan,37.0997,79.9269,304.64,19,98,3.04,CN,1690075969
383,rabo de peixe,37.8,-25.5833,291.88,82,20,2.06,PT,1690075969
384,lhasa,29.65,91.1,289.79,53,100,1.93,CN,1690075969
385,papao,-17.75,-149.55,300.97,67,13,4.83,PF,1690075969
386,saint augustine beach,29.8505,-81.2654,297.15,94,3,3.6,US,1690075969
387,baiyin,36.5583,104.2081,298.46,39,80,0.83,CN,1690075969
388,laguna de perlas,12.3429,-83.6712,299.78,88,100,3.4,NI,1690075969
389,kolpny,52.2282,37.0368,286.98,94,100,1.63,RU,1690075970
390,fada,9.5667,8.3,292.67,99,46,0.99,NG,1690075970
391,tofol,5.3248,163.0078,304.03,66,75,4.12,FM,1690075970
392,yorkton,51.2167,-102.4677,297.06,57,0,1.54,CA,1690075970
393,n'zeto,-7.2312,12.8666,293.26,91,1,2.65,AO,1690075970
394,trincomalee,8.5711,81.2335,300.72,76,70,8.79,LK,1690075970
395,castillos,-34.1667,-53.8333,294.46,75,99,6.21,UY,1690075970
396,suva,-18.1416,178.4415,299.86,57,40,2.57,FJ,1690075971
397,barra do corda,-5.5,-45.25,295.03,46,8,0.42,BR,1690075971
398,nova sintra,14.8667,-24.7167,295.73,75,25,7.37,CV,1690075971
399,mirny,62.5353,113.9611,298.84,44,11,1.82,RU,1690075971
400,lorengau,-2.0226,147.2712,303.12,68,22,3.65,PG,1690075971
401,yuzhno-kurilsk,44.0306,145.8556,291.52,81,100,4.84,RU,1690075971
402,lamu,-2.2717,40.902,297.27,85,83,6.04,KE,1690075971
403,dali,25.7,100.1833,294.34,75,75,1.02,CN,1690075971
404,veinticinco de mayo,-35.4323,-60.1727,285.65,65,100,2.44,AR,1690075972
405,zuwarah,32.9312,12.082,303.05,40,0,4.24,LY,1690075972
406,mananjary,-21.2167,48.3333,291.73,91,37,1.25,MG,1690075972
407,kurtamysh,54.9103,64.4319,289.94,90,100,4.22,RU,1690075972
408,korschenbroich,51.1914,6.5135,293.14,73,100,1.54,DE,1690075972
409,bichura,50.5881,107.6022,293.09,78,100,0.34,RU,1690075972
410,kuraymah,18.55,31.85,304.09,12,2,3.71,SD,1690075972
411,saint-joseph,-21.3667,55.6167,291.19,81,44,6.45,RE,1690075973
412,kalawit,8.0667,122.5167,300.26,85,100,1.23,PH,1690075973
413,m'sila,35.7058,4.5419,305.21,12,0,4.13,DZ,1690075973
414,moberly,39.4184,-92.4382,300.14,44,75,3.09,US,1690075973
415,lusambo,-4.9667,23.45,299.33,31,67,0.69,CD,1690075973
416,tvoroyri,61.5556,-6.8111,283.56,88,25,8.01,FO,1690075973
417,touros,-5.1989,-35.4608,296.66,87,20,5.75,BR,1690075973
418,totskoye,52.5248,52.7623,289.68,64,30,1.45,RU,1690075973
419,geraldton,-28.7667,114.6,286.38,71,0,1.54,AU,1690075974
420,marsassoum,12.8275,-15.9806,299.2,87,36,2.73,SN,1690075974
421,al muwayh,22.4333,41.7583,299.32,17,8,4.58,SA,1690075974
422,ormara,25.2088,64.6357,301.63,83,100,1.66,PK,1690075974
423,beaudesert,-27.9833,152.9833,294.67,45,0,1.61,AU,1690075974
424,avsallar,36.616,31.7806,303.2,40,0,3.78,TR,1690075974
425,picota,-6.9197,-76.3304,298.42,72,11,0.29,PE,1690075974
426,broken hill,-31.95,141.4333,284.86,58,83,7.47,AU,1690075974
427,victorica,-36.2151,-65.4359,282.62,70,18,4.57,AR,1690075975
428,san carlos,9.6612,-68.5827,296.12,97,100,0.53,VE,1690075975
429,ende,-8.8432,121.6623,300.72,65,92,2.95,ID,1690075975
430,chachersk,52.9164,30.9179,288.1,99,83,2.39,BY,1690075975
431,okhotsk,59.3833,143.3,292.84,68,31,1.8,RU,1690075975
432,puerto maldonado,-12.6,-69.1833,296.59,63,0,0.21,PE,1690075975
433,klaksvik,62.2266,-6.589,283.66,85,49,6.2,FO,1690075976
434,gandajika,-6.75,23.95,295.65,34,8,2.17,CD,1690075977
435,mahdia,35.5047,11.0622,304.12,46,0,5.54,TN,1690075977
436,cill airne,52.05,-9.5167,287.95,98,100,2.52,IE,1690075977
437,pursat,12.3333,103.6667,301.51,79,100,0.98,KH,1690075977
438,lautoka,-17.6167,177.4667,299.07,65,75,5.14,FJ,1690075977
439,klyuchi,52.2667,79.1667,297.18,41,4,3.89,RU,1690075977
440,iron river,46.0927,-88.6423,291.57,89,99,1.44,US,1690075978
441,dara,15.3484,-15.4799,301.3,64,13,4.39,SN,1690075978
442,utrik,11.2278,169.8474,301.43,74,99,8.32,MH,1690075978
443,rouissat,31.9243,5.3502,307.19,10,0,3.6,DZ,1690075978
444,sinop,41.7711,34.8709,293.14,49,0,2.5,TR,1690075978
445,kruisfontein,-34.0033,24.7314,281.97,90,32,3.7,ZA,1690075978
446,fort bragg,35.139,-79.006,299.23,78,40,2.06,US,1690075978
447,barah,13.7,30.3667,300.87,59,46,6.02,SD,1690075978
448,xuddur,4.1213,43.8894,293.76,87,84,6.62,SO,1690075979
449,nuuk,64.1835,-51.7216,279.49,100,75,5.36,GL,1690075979
450,gallup,35.5281,-108.7426,307.06,10,0,5.66,US,1690075979
451,la ligua,-32.4524,-71.2311,284.69,78,97,1.84,CL,1690075938
452,cape coast,5.1053,-1.2466,297.36,90,100,4.72,GH,1690075979
453,lugoba,-6.45,38.3333,292.47,94,22,1.38,TZ,1690075979
454,saint george's,12.0564,-61.7485,300.97,83,20,5.66,GD,1690075979
455,tobelo,1.7284,128.0095,302.87,66,98,2.38,ID,1690075980
456,barakani,-12.1356,44.4317,297.85,76,19,6.8,KM,1690075980
457,chimoio,-19.1164,33.4833,286.07,100,52,0.69,MZ,1690075980
458,hamilton,39.1834,-84.5333,297.59,65,75,2.57,US,1690075880
459,la ronge,55.1001,-105.2842,293.29,52,100,2.06,CA,1690075980
460,zahedan,29.4963,60.8629,294.1,21,100,2.06,IR,1690075825
461,bochum,51.4833,7.2167,291.13,73,100,3.13,DE,1690075981
462,khilok,51.3674,110.4676,290.37,75,100,1.01,RU,1690075981
463,chibougamau,49.9168,-74.3659,290.94,88,100,0.65,CA,1690075940
464,key west,24.5557,-81.7826,305.15,68,0,2.57,US,1690075950
465,malaya vishera,58.8454,32.2222,285.14,85,96,2.38,RU,1690075982
466,novaya igirma,57.1334,103.9112,298.97,43,2,1.15,RU,1690075982
467,saint-philippe,-21.3585,55.7679,290.92,85,59,6.41,RE,1690075982
468,bonthe,7.5264,-12.505,298.23,87,77,3.28,SL,1690075982
469,barra da estiva,-13.6261,-41.3269,288.48,87,78,1.55,BR,1690075982
470,daru,-9.0763,143.2092,299.76,67,100,4.94,PG,1690075982
471,black river,18.0264,-77.8487,299.89,81,10,2.07,JM,1690075983
472,flin flon,54.7682,-101.865,292.61,37,73,3.03,CA,1690075983
473,mossel bay,-34.1831,22.146,281.11,84,100,4.4,ZA,1690075983
474,sa kaeo,13.75,102.3333,301.46,78,68,1.56,TH,1690075983
475,lazaro cardenas,17.9583,-102.2,301.45,82,80,1.74,MX,1690075983
476,zeya,53.75,127.2667,302.4,35,60,0.76,RU,1690075983
477,bubaque,11.2833,-15.8333,300.24,81,76,6.6,GW,1690075984
478,cidreira,-30.1811,-50.2056,290.43,88,15,3.89,BR,1690075984
479,t'aebaek,37.1759,128.9889,295.78,84,100,3.64,KR,1690075984
480,kimbe,-5.5502,150.1429,303.06,65,72,5.23,PG,1690075984
481,kalajoki,64.25,23.95,286.43,95,100,2.72,FI,1690075984
482,battambang,13.1027,103.1982,301.93,76,84,2.05,KH,1690075984
483,syzran',53.1585,48.4681,289.31,70,100,1.43,RU,1690075985
484,allapalli,19.4167,80.0667,298.65,91,100,1.6,IN,1690075985
485,antigonish,45.6169,-61.9986,295.83,98,100,1.79,CA,1690075748
486,saint-louis,16.3333,-15.0,301.45,65,30,6.05,SN,1690075985
487,byron bay,-28.65,153.6167,291.88,60,27,5.12,AU,1690075922
488,mudgee,-32.5943,149.5871,285.81,49,1,3.04,AU,1690075985
489,sanctuary point,-35.1114,150.629,289.81,56,56,4.15,AU,1690075985
490,sinabang,2.4803,96.3801,300.85,76,36,0.61,ID,1690075985
491,altay,47.8667,88.1167,298.79,25,0,3.77,CN,1690075986
492,naze,28.3667,129.4833,299.66,82,100,1.12,JP,1690075986
493,ola,59.5833,151.2833,288.23,93,100,1.62,RU,1690075986
494,tabou,4.423,-7.3528,297.71,84,89,3.8,CI,1690075986
495,kogalym,62.2654,74.4791,293.75,63,1,4.41,RU,1690075986
496,magong,23.5654,119.5863,301.93,81,100,3.5,TW,1690075986
497,maxixe,-23.8597,35.3472,289.06,87,0,2.18,MZ,1690075987
498,howrah,22.5892,88.3103,301.15,94,75,2.57,IN,1690075986
499,rantoul,40.3084,-88.1559,296.49,69,0,0.0,US,1690075987
500,trinidad,-14.8333,-64.9,296.8,49,0,1.32,BO,1690075987
501,mombetsu,44.3525,143.3525,296.16,94,75,2.57,JP,1690075987
502,kismayo,-0.3582,42.5454,298.07,84,95,6.71,SO,1690075987
503,saeby,57.3319,10.5225,283.11,91,12,3.66,DK,1690075987
504,walvis bay,-22.9575,14.5053,285.98,87,5,4.12,NA,1690075987
505,pitimbu,-7.4706,-34.8086,296.48,79,58,7.01,BR,1690075988
506,gorontalo,0.5412,123.0595,303.21,63,20,3.35,ID,1690075988
507,mejit,10.2753,170.8646,301.15,72,8,7.93,MH,1690075988
508,gadzhiyevo,69.2551,33.3362,282.46,79,100,6.47,RU,1690075988
509,woodward,36.4337,-99.3904,302.72,60,0,0.0,US,1690075988
510,porto recanati,43.4365,13.6613,297.99,45,7,2.73,IT,1690075989
511,prince rupert,54.3161,-130.3201,288.2,96,100,6.69,CA,1690075989
512,mizan teferi,6.9833,35.5833,288.77,86,84,1.33,ET,1690075989
513,harlingen,26.1906,-97.6961,306.2,76,0,7.2,US,1690075989
514,caldogno-rettorgole-cresole,45.6078,11.5028,294.95,88,56,2.01,IT,1690075989
515,tuy hoa,13.0833,109.3,304.23,61,90,3.31,VN,1690075989
516,tynda,55.1667,124.7167,297.39,50,83,2.34,RU,1690075990
517,anna regina,7.2644,-58.5077,299.48,83,98,2.99,GY,1690075990
518,lodja,-3.4833,23.4333,298.41,44,61,1.16,CD,1690075990
519,puerto leguizamo,-0.1934,-74.7819,294.95,94,8,1.29,CO,1690075990
520,garachico,28.7781,-17.7646,295.21,64,0,8.23,ES,1690075990
521,norilsk,69.3535,88.2027,291.18,90,96,0.93,RU,1690075990
522,flekkefjord,58.2971,6.6607,285.9,94,0,1.73,NO,1690075991
523,korla,41.7597,86.1469,301.28,32,100,2.13,CN,1690075758
524,swakopmund,-22.6833,14.5333,285.92,85,5,1.79,NA,1690075991
525,ha'il,27.5219,41.6907,300.16,16,0,0.0,SA,1690075991
526,ocean city,39.2776,-74.5746,298.14,67,31,1.67,US,1690075737
527,berezovo,63.9381,65.0419,290.95,73,53,3.07,RU,1690075991
528,san luis de la loma,17.2706,-100.8939,301.21,82,100,1.61,MX,1690075991
529,markovo,57.3206,107.0881,299.32,44,49,1.22,RU,1690075992
530,dauphin,51.1494,-100.0502,295.23,73,20,2.06,CA,1690075992
531,tenenkou,14.4572,-4.9169,300.04,69,97,3.3,ML,1690075992
532,margate,51.3813,1.3862,289.09,90,100,6.26,GB,1690075895
533,akureyri,65.6835,-18.0878,281.11,87,75,0.0,IS,1690075992
534,huanren,41.2647,125.3667,298.0,81,79,4.31,CN,1690075992
535,berdigestyakh,62.0989,126.6992,301.17,43,51,3.49,RU,1690075992
536,aguadilla,18.4275,-67.1541,302.36,86,40,4.12,PR,1690075992
537,kapuskasing,49.4169,-82.4331,295.2,60,75,1.54,CA,1690075982
538,chengde,40.9725,117.9361,301.67,47,13,2.78,CN,1690075993
539,konduga,11.6558,13.4213,300.23,67,100,2.66,NG,1690075993
540,jinchang,38.4953,102.1739,301.03,24,100,2.46,CN,1690075993
541,ambon,-3.6954,128.1814,301.23,78,40,3.09,ID,1690075993
542,punta arenas,-53.15,-70.9167,272.29,81,13,4.79,CL,1690075993
543,tomatlan,19.9333,-105.25,297.64,95,100,2.57,MX,1690075993
544,mirpur sakro,24.5474,67.6277,302.94,73,100,2.38,PK,1690075993
545,kirakira,-10.4544,161.9205,300.21,85,94,3.58,SB,1690075993
546,harper,4.375,-7.7169,298.0,82,97,4.02,LR,1690075994
547,ancud,-41.8697,-73.8203,278.12,74,16,1.49,CL,1690075948
548,kamaishi,39.2667,141.8833,299.59,74,73,4.71,JP,1690075994
549,choibalsan,48.0667,114.5,293.65,50,98,6.22,MN,1690075994
550,sangueya,10.7,-14.3667,296.95,96,27,1.06,GN,1690075994
551,kiffa,16.6166,-11.4045,303.13,61,100,8.65,MR,1690075994
552,eldorado at santa fe,35.5264,-105.9347,300.4,35,0,6.17,US,1690075995
553,chifeng,42.2683,118.9636,298.1,56,52,3.6,CN,1690075995
554,barabai,-2.5833,115.3833,304.07,55,21,0.29,ID,1690075995
555,camana,-16.6228,-72.7111,290.45,84,43,3.55,PE,1690075995
556,lompoc,34.6391,-120.4579,304.23,76,20,3.6,US,1690075715
557,cardigan,52.0847,-4.6591,289.11,93,93,7.21,GB,1690075995
558,international falls,48.6011,-93.411,295.25,60,0,2.06,US,1690075996
559,nouadhibou,20.931,-17.0347,296.14,78,3,9.26,MR,1690075996
560,mantsala,60.6609,25.2838,285.51,98,8,1.84,FI,1690075996
561,columbus,39.9612,-82.9988,297.83,67,40,1.54,US,1690075985
562,mersing,2.4312,103.8405,300.1,94,40,2.06,MY,1690075996
563,sadovoye,47.7764,44.5089,294.92,48,5,2.65,RU,1690075996
564,kangding,30.0513,101.9603,294.43,64,87,2.08,CN,1690075996
565,cooper's town,26.8667,-77.5167,302.89,73,82,2.41,BS,1690075997
566,sabancuy,18.9667,-91.1833,301.79,76,99,4.56,MX,1690075997
567,yung shue wan,22.2333,114.1167,305.0,79,81,0.89,HK,1690075997
568,homer,59.6425,-151.5483,293.58,64,0,7.2,US,1690075937
569,corzuela,-26.9537,-60.9693,298.32,32,100,3.46,AR,1690075997
570,i-n-salah,27.1935,2.4607,307.98,10,3,6.2,DZ,1690075997
571,takoradi,4.8845,-1.7554,297.19,90,97,4.19,GH,1690075997
572,arno,60.1167,18.6333,285.68,77,90,3.62,SE,1690075998
573,severo-yeniseyskiy,60.3725,93.0408,297.6,47,60,1.2,RU,1690075998
574,mbanza-ngungu,-5.25,14.8667,291.78,84,8,2.87,CD,1690075998
575,sausset-les-pins,43.3314,5.1043,297.09,68,0,3.6,FR,1690075998
576,parabel',58.6978,81.4825,291.76,93,100,1.71,RU,1690075998
577,atar,20.5169,-13.0499,305.1,42,0,5.52,MR,1690075998
578,barcelona,41.3888,2.159,298.54,81,75,1.54,ES,1690075911
579,janakkala,60.9,24.6,285.26,98,9,1.73,FI,1690075999
580,myingyan,21.4667,95.3833,304.77,61,26,3.72,MM,1690075999
581,bandar labuan,5.2888,115.2692,302.35,74,20,1.03,MY,1690075999
582,sona,45.4388,10.8255,295.66,73,0,3.09,IT,1690075999
583,powell river,49.8496,-124.5361,298.3,43,75,4.12,CA,1690075999
584,santa cruz,-17.8,-63.1667,297.85,69,0,6.17,BO,1690075805
585,wewak,-3.5534,143.6268,302.65,71,79,2.08,PG,1690076000
586,brzeg,50.8608,17.4674,287.84,65,86,3.12,PL,1690076000
587,srivardhan,18.0333,73.0167,299.51,90,100,8.03,IN,1690076000
